fig_high,fig_low,x_electrode,y_electrode,torch_none,torch_left,torch_right,wire_none,wire_up,wire_down,wire_left,wire_right,osillation_None,osillation_out,osillation_in,osillation_move,osillation_out_stop,osillation_in_stop,welding_None,current_up,current_down,voltage_up,voltage_down,speed_up,speed_down,wire_feed_up,wire_feed_down,torch_control,wire_control,osillation_control,welding_control,current_pass_inner_or_center_or_outer,p_current,b_current,hot_wire,voltage,welding_speed,p_wire,b_wire,waving_width_out,waving_width_in,waving_moving_time,waving_stop_time_out,waving_stop_time_in,electlode_dia,electlode_shape,A_current_p_signal,A_osillation_out_signal,A_osillation_in_signal,A_welding_torch_position,A_current,A_voltage
20200207112518399_00060853_1_790.jpg,20200207112518375_00060852_0_131.jpg,1154,506,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,-0.002,0.006,0.013999999999999999,-0.073,2.499,2.394
20200207112518469_00060856_1_790.jpg,20200207112518446_00060855_0_131.jpg,1154,508,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,-0.0,0.005,-0.023,-0.07400000000000001,1.6880000000000002,2.045
20200207112518540_00060859_1_1164.jpg,20200207112518515_00060858_0_194.jpg,1154,510,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,-0.003,-0.008,-0.003,-0.07400000000000001,1.679,2.0980000000000003
20200207112518609_00060862_1_1164.jpg,20200207112518584_00060861_0_194.jpg,1154,509,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,-0.001,0.023,0.003,-0.073,1.661,2.099
20200207112518678_00060865_1_1164.jpg,20200207112518653_00060864_0_194.jpg,1154,508,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,0.002,0.016,0.002,-0.075,1.6740000000000002,2.126
20200207112518747_00060868_1_1164.jpg,20200207112518721_00060867_0_194.jpg,1154,509,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,0.003,-0.002,0.0,-0.07400000000000001,1.69,2.123
20200207112518818_00060871_1_1164.jpg,20200207112518792_00060870_0_194.jpg,1154,507,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,0.004,-0.0,0.0,-0.073,1.68,2.123
20200207112518887_00060874_1_1164.jpg,20200207112518862_00060873_0_194.jpg,1154,510,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,-0.002,0.001,0.004,-0.077,1.669,2.124
20200207112518956_00060877_1_1090.jpg,20200207112518931_00060876_0_181.jpg,1154,507,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,5.0089999999999995,4.997,0.002,-0.076,2.508,2.45
20200207112519023_00060880_1_818.jpg,20200207112519000_00060879_0_136.jpg,1154,507,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,240,160,0,84,70,900,600,0,0,50,50,50,1,1,4.995,4.996,-0.002,-0.07200000000000001,2.51,2.423
