fig_high,fig_low,x_electrode,y_electrode,torch_none,torch_left,torch_right,wire_none,wire_up,wire_down,wire_left,wire_right,osillation_None,osillation_out,osillation_in,osillation_move,osillation_out_stop,osillation_in_stop,welding_None,current_up,current_down,voltage_up,voltage_down,speed_up,speed_down,wire_feed_up,wire_feed_down,torch_control,wire_control,osillation_control,welding_control,current_pass_inner_or_center_or_outer,p_current,b_current,hot_wire,voltage,welding_speed,p_wire,b_wire,waving_width_out,waving_width_in,waving_moving_time,waving_stop_time_out,waving_stop_time_in,electlode_dia,electlode_shape,A_current_p_signal,A_osillation_out_signal,A_osillation_in_signal,A_welding_torch_position,A_current,A_voltage
20200207171347707_00268201_1_591.jpg,20200207171347684_00268200_0_98.jpg,960,450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,4.9910000000000005,5.003,0.001,-0.075,2.7230000000000003,2.3040000000000003
20200207171347776_00268204_1_520.jpg,20200207171347753_00268203_0_86.jpg,960,450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,4.999,4.998,-0.002,-0.073,2.7060000000000004,2.332
20200207171347844_00268207_1_520.jpg,20200207171347822_00268206_0_86.jpg,960,450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,5.0089999999999995,4.9910000000000005,-0.005,-0.07400000000000001,2.719,2.325
20200207171347914_00268210_1_548.jpg,20200207171347889_00268209_0_91.jpg,960,450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,4.994,4.994,-0.001,-0.07400000000000001,2.718,2.298
20200207171347982_00268213_1_507.jpg,20200207171347959_00268212_0_84.jpg,960,450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,4.998,4.999,-0.019,-0.073,2.728,2.298
20200207171348053_00268216_1_507.jpg,20200207171348030_00268215_0_84.jpg,960,450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,0.001,-0.003,0.001,-0.076,2.61,2.1959999999999997
20200207171348125_00268219_1_1084.jpg,20200207171348100_00268218_0_180.jpg,960,451,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,0.005,0.002,-0.001,-0.076,1.798,1.973
20200207171348194_00268222_1_1084.jpg,20200207171348169_00268221_0_180.jpg,960,450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,0.006,0.002,0.0,-0.07400000000000001,1.79,1.999
20200207171348262_00268225_1_1084.jpg,20200207171348237_00268224_0_180.jpg,960,449,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,0.016,0.001,0.0,-0.07400000000000001,1.794,1.996
20200207171348331_00268228_1_1084.jpg,20200207171348306_00268227_0_180.jpg,960,450,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,260,170,0,82,70,1000,700,0,0,50,50,50,1,1,0.0,-0.001,-0.001,-0.07400000000000001,1.796,1.999
