fig_high,fig_low,x_electrode,y_electrode,torch_none,torch_left,torch_right,wire_none,wire_up,wire_down,wire_left,wire_right,osillation_None,osillation_out,osillation_in,osillation_move,osillation_out_stop,osillation_in_stop,welding_None,current_up,current_down,voltage_up,voltage_down,speed_up,speed_down,wire_feed_up,wire_feed_down,torch_control,wire_control,osillation_control,welding_control,current_pass_inner_or_center_or_outer,p_current,b_current,hot_wire,voltage,welding_speed,p_wire,b_wire,waving_width_out,waving_width_in,waving_moving_time,waving_stop_time_out,waving_stop_time_in,electlode_dia,electlode_shape,A_current_p_signal,A_osillation_out_signal,A_osillation_in_signal,A_welding_torch_position,A_current,A_voltage
20200207140726677_00035302_1_632.jpg,20200207140726653_00035301_0_105.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,-0.002,-0.001,0.013000000000000001,-0.075,1.601,2.072
20200207140726748_00035305_1_1209.jpg,20200207140726723_00035304_0_201.jpg,1138,501,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,-0.004,-0.001,-0.011000000000000001,-0.073,1.5919999999999999,2.096
20200207140726817_00035308_1_1209.jpg,20200207140726792_00035307_0_201.jpg,1138,499,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,0.001,0.0,0.01,-0.076,1.5930000000000002,2.12
20200207140726885_00035311_1_1112.jpg,20200207140726860_00035310_0_185.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,0.002,0.0,0.002,-0.075,1.5919999999999999,2.121
20200207140726955_00035314_1_1112.jpg,20200207140726930_00035313_0_185.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,-0.002,-0.0,-0.002,-0.07400000000000001,1.581,2.121
20200207140727025_00035317_1_1112.jpg,20200207140727000_00035316_0_185.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,-0.0,0.003,0.011000000000000001,-0.073,1.587,2.146
20200207140727095_00035320_1_1041.jpg,20200207140727070_00035319_0_173.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,-0.001,-0.0,0.006999999999999999,-0.077,1.589,2.149
20200207140727164_00035323_1_1041.jpg,20200207140727139_00035322_0_173.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,4.999,5.0,0.002,-0.073,2.2569999999999997,2.497
20200207140727230_00035326_1_693.jpg,20200207140727208_00035325_0_115.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,4.998,4.998,0.003,-0.073,2.6189999999999998,2.55
20200207140727305_00035329_1_3740.jpg,20200207140727278_00035328_0_103.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,5.002,4.997,0.009000000000000001,-0.076,2.6180000000000003,2.503
20200207140727371_00035332_1_623.jpg,20200207140727348_00035331_0_103.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,4.999,5.002,-0.002,-0.075,2.609,2.476
20200207140727440_00035335_1_695.jpg,20200207140727417_00035334_0_115.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,4.997,4.997,-0.002,-0.07200000000000001,2.617,2.474
20200207140727509_00035338_1_695.jpg,20200207140727486_00035337_0_115.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,4.997,4.999,-0.006,-0.07200000000000001,2.6189999999999998,2.447
20200207140727578_00035341_1_695.jpg,20200207140727555_00035340_0_115.jpg,1138,500,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,4.996,5.0,0.003,-0.075,2.628,2.47
20200207140727646_00035344_1_695.jpg,20200207140727623_00035343_0_115.jpg,1138,501,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,250,150,0,84,70,900,600,0,0,50,50,50,1,1,0.004,-0.005,-0.021,-0.07400000000000001,2.307,2.2969999999999997
